SUBJECT_EN,TERM_EN,TERM_EN_PARAMETER,ABBREVIATION_EN,ABBREVIATION_EN_PARAMETER,SYNONYMS_EN,SYNONYMS_EN_PARAMETERS,TEXTUAL_SUPPORT_1_EN,TEXTUAL_SUPPORT_2_EN,TEXTUAL_SUPPORT_3_EN,DOMAINE_FR,TERME_FR,TERME_FR_PARAMETRE,ABBREVIATION_FR,ABBREVIATION_FR_PARAMETRE,SYNONYMES_FR,SYNONYMES_FR_PARAMETRE,JUSTIFICATION_1_FR,JUSTIFICATION_2_FR,JUSTIFICATION_3_FR,UNIVERSAL_ENTRIES,DOM_SUBJ_ES,TERME_TERM_ES,TERME_TERM_PARAM_ES,ABBR_ES,ABBR_PARAM_ES,SYNO_ES,SYNO_PARAM_ES,JUST_TEXTSUPP_1_ES,JUST_TEXTSUPP_2_ES,JUST_TEXTSUPP_3_ES,DOM_SUBJ_PT,TERME_TERM_PT,TERME_TERM_PARAM_PT,ABBR_PT,ABBR_PARAM_PT,SYNO_PT,SYNO_PARAM_PT,JUST_TEXTSUPP_1_PT,JUST_TEXTSUPP_2_PT,JUST_TEXTSUPP_3_PT
"Martial Arts",tai-sabaki,correct,,,"body control",,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",tai-sabaki,"correct,see observation",,,"déplacement du corps","masculine noun","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",renraku,,,,connecting,,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",renraku,"see observation",,,enchaînement,"masculine noun","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",kata,correct,,,form,correct,"CONT: JUDO. Kata, which literally means """"form"""", is practiced following a formal system of prearranged exercise. Kata in Judo is the best way of defense and attack in various cases, being theoretically systemized.",,,"Arts martiaux",kata,"correct,masculine noun",,,forme,"correct,feminine noun","OBS: Technique/tactique.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","standing choke",correct,,,,,"OBS: Type of hold used in karate.",,,"Arts martiaux","prise d'étranglement debout","proposal,feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",kansetsu-waza,correct,,,"joint-locking techniques;locking techniques;armlock techniques;joint locks",correct;correct,"DEF: JUDO. A technique in which a judo player bends the joints of the opponents limbs using locks in order to immobilize the opponent.","OBS: A category of locking techniques.",,"Arts martiaux",kansetsu-waza,"correct,see observation",,,"techniques de clé;techniques de luxations;techniques de clé d'articulation;techniques de clé de bras","correct,feminine noun;correct,feminine noun;feminine noun;feminine noun","OBS: À défaut de connaître le genre d'un terme japonais, le faire précéder du même article que celui qui accompagne la forme française correspondante.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","standing throw",,,,,,,,,"Arts martiaux","projection debout","feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","technical stand-up",correct,,,,,"CONT: The technical stand-up is a way to move from a seated position to a standing position that protects the person doing the stand-up from being physically compromised ...",,,"Arts martiaux","relevé technique","correct,masculine noun",,,,,"CONT: Le relevé technique est le moyen de passer d'une position assise à une position debout tout en restant sur place, sans se déplacer ni vers l'avant afin de se protéger d'éventuels coups, ni vers l'arrière afin d'éviter d'éventuels déséquilibres.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","judges' flag",correct,,,,,"OBS: Specifically judo. Rules/refereeing.",,,"Arts martiaux","drapeau des juges","correct,masculine noun",,,,,"OBS: Règlements/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","danger zone",correct,,,"danger area",correct,"CONT: JUDO. The competition area shall be divided into two zones. The demarcation between these two zones shall be called the danger zone and shall be indicated by a red area, approximately 1m wide, forming part of or attached to the contest area, parallel to the four sides of the competition area.",,,"Arts martiaux","zone de danger","correct,feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",ashi-garami,correct,,,"entangled leglock;entangled legs",correct,"DEF: JUDO. [A technique used to trap] an opponent's leg by one's own and applying leverage to it.",,,"Arts martiaux",ashi-garami,"correct,see observation",,,"clé de jambe contrôlée","correct,feminine noun","OBS: Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",eri-seoi-nage,,,,"lapel shoulder throw",,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",eri-seoi-nage,"see observation",,,"projection par dessus l'épaule et par le côté","feminine noun","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",gyaku-juji-jime,correct,,,"reverse cross strangle",correct,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",gyaku-juji-jime,"correct,see observation",,,"étranglement croisé, paumes vers le haut","correct,masculine noun","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","kicking with rear leg",,,,,,,,,"Arts martiaux","coup de pied avec la jambe arrière","masculine noun",,,,,"OBS: karaté.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",rei,correct,,,bow,"correct,noun","CONT: JUDO. All standing rei should be at an angle of 30 degrees as measured at the waist.",,,"Arts martiaux",rei,"correct,see observation",,,salut;salutation,"correct,masculine noun;feminine noun","CONT: JUDO. En position debout, l'exécution du salut doit se faire en inclinant le haut du corps dans un angle de 30 degrés.","OBS: Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",ko-soto-gari,correct,,,"minor outer reaping throw;minor outside reap",correct;correct,"OBS: Specifically judo.",,,"Arts martiaux",ko-soto-gari,"correct,see observation",,,"petit fauchage extérieur","correct,masculine noun","OBS: Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","ground wrestling",correct,,,,,"CONT: Catch-as-catch-can wrestling, a basic wrestling style in which nearly all holds and tactics are permitted in both upright and ground wrestling.",,,"Arts martiaux","lutte au sol","correct,feminine noun",,,"lutte à terre","correct,feminine noun",,,,,"Artes marciales","lucha en el suelo","correct,feminine noun",,,,,,,,,,,,,,,,,
"Martial Arts","belt knot",correct,,,,,"OBS: Specifically judo. Facilities/equipment.",,,"Arts martiaux","nœud de ceinture","correct,masculine noun",,,,,"OBS: Installations/matériel.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",karateka,correct,,,,,,,,"Arts martiaux",karateka,"correct,masculine noun",,,,,,,,,"Artes marciales",karateka,"correct,masculine noun",,,,,,,,,,,,,,,,,
"Martial Arts",numchuck,,,,,,,,,"Arts martiaux",nunchaku,"masculine noun",,,,,"OBS: Karaté.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","Yukon Judo",correct,,,,,,,,"Arts martiaux","Yukon Judo","correct,masculine noun",,,,,"OBS: Appellation confirmée par l'organisme.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","Karate New Brunswick",correct,KNB,correct,"Karate New Brunswick Ltd.;New Brunswick Karate Association","correct;former designation,correct","OBS: St. Stephen.",,,"Arts martiaux","Karate Nouveau-Brunswick",correct,,,"Association de karate du Nouveau-Brunswick","former designation,correct,feminine noun","OBS: Source : Traduction des débats, Assemblée législative du Nouveau-Brunswick.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","Canadian International Jiu-Jitsu Federation",,,,,,,,,"Arts martiaux","Canadian International Jiu-Jitsu Federation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",za-rei,correct,,,"kneeling bow",correct,"CONT: JUDO. Furthermore, format classes always begin and end with a kneeling bow (za-rei) to the sensei (teacher).",,,"Arts martiaux",za-rei,"correct,see observation",,,"salut à genoux","correct,masculine noun","OBS: Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","shift punch",,,,,,,,,"Arts martiaux","coup dans le creux de l'estomac","masculine noun",,,"coup au plexus solaire","masculine noun",,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",judoka,correct,,,,,"DEF: A person who practices judo.",,,"Arts martiaux",judoka,"correct,masculine and feminine noun",,,,,"DEF: Personne qui pratique le judo.",,,,"Artes marciales",judoka,"correct,common gender",,,,,"DEF: Practicante de judo.",,,,,,,,,,,,
"Martial Arts","World Karate Federation",correct,,,,,,,,"Arts martiaux","World Karate Federation",correct,,,"Fédération mondiale de karaté",unofficial,"OBS: Bien que l'appellation «Fédération mondiale de karaté» soit utilisée, elle n'est pas officielle.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",dobok,"correct,noun",,,"dubok;tobok;taekwondo uniform","correct,noun;correct,noun;correct","DEF: A competitor’s uniform.","OBS: In Korean martial arts.",,"Arts martiaux",dobok,"correct,masculine noun",,,"tenue de taekwondo","correct,feminine noun","DEF: Uniforme du compétiteur.","CONT: La tenue de taekwondo est appelée «dobok» : elle est composée d’un pantalon et d’une veste de coton blanc (qui symbolise la pureté). Veste et pantalon sont amples de manière à donner une grande liberté de mouvement à celui qui les porte.","OBS: En arts martiaux coréens.",,"Artes marciales",dobok,"correct,masculine noun",,,"uniforme de taekwondo;dubok","correct,masculine noun;correct,masculine noun,less frequent","DEF: Uniforme del competidor.","OBS: En artes marciales coreanas.",,,,,,,,,,,
"Martial Arts",shi-jak,correct,,,,,"DEF: The start fighting command.","OBS: In taekwondo.",,"Arts martiaux",shi-jak,"correct,masculine noun",,,,,"DEF: Ordre de l’arbitre d’entamer le combat.","OBS: Au taekwondo.",,,"Artes marciales",shi-jak,correct,,,shijak,correct,"DEF: Orden de inicio de un combate.","OBS: En taekwondo.",,,,,,,,,,,
"Martial Arts",bō,correct,,,,,"CONT: ... basically just a long staff made from very hard wood. ... the bō was often used on the battlefield by farmers drafted from the fields to fight wars during the feudal period.",,,"Arts martiaux",bō,"correct,masculine noun",,,,,"OBS: Long bâton de bois utilisé dans certains arts martiaux japonais.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","straight arm bar takedown",correct,,,,,,,,"Arts martiaux","mise au sol par clé de bras allongé","correct,feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",kata-juji-jime,,,,"combined cross strangle",,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",kata-juji-jime,"see observation",,,"étranglement croisé direct et inverse","masculine noun","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",shiai,correct,,,contest;fight;match,"correct,noun;correct,noun;correct","OBS: Specifically judo. Rules/refereeing.",,,"Arts martiaux",shiai,"correct,see observation,masculine noun",,,combat;lutte,"correct,masculine noun;correct,feminine noun","OBS: Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,"Artes marciales",combate,"correct,masculine noun",,,,,,,,,,,,,,,,,
"Martial Arts",trap,"correct,verb",,,,,"CONT: Using the belt or jacket as an """"anchor"""" for a grip (without encircling) to say - trap the opponent's arm should not be penalised.",,,"Arts martiaux",bloquer,correct,,,,,"OBS: Technique/tactique.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","tate shiho gatame",correct,,,"longitudinal four-quarter hold-down;lengthwise four quarters",correct,"OBS: Specifically judo.",,,"Arts martiaux","tate shiho gatame","correct,masculine noun",,,"immobilisation des quatre points à cheval;contrôle des quatre points à cheval;contrôle des 4 points longitudinalement","correct,see observation,feminine noun;correct,see observation,masculine noun;correct,see observation,masculine noun","CONT: Tes bras viennent alors contrôler ses épaules, tu peux engager un Tate-shiho-gatame.","OBS: Quoique dans plusieurs lexiques, on parle de «contrôle», le terme «immobilisation», mot plus précis, est préférable.",,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",sasae-tsurikomi-ashi,correct,,,"propping drawing ankle throw;blocking-foot throw",correct,"OBS: Specifically judo.",,,"Arts martiaux",sasae-tsurikomi-ashi,"correct,see observation",,,"blocage du pied en pêchant;blocage du pied attiré","correct,masculine noun;masculine noun","OBS: Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",tani-otoshi,correct,,,"valley drop throw;valley drop",correct;correct,"DEF: JUDO. Technique in which judo players force their opponents off balance to the rear, slide their left foot behind the opponents' right heel, then fall forward to the left, throwing them in the process.",,,"Arts martiaux",tani-otoshi,"correct,see observation",,,"chute dans la vallée;renversement dans la vallée","correct,feminine noun;correct,masculine noun","DEF: JUDO. [Technique par laquelle] Tori [l'attaquant] provoque le déséquilibre arrière droit de uke [l'adversaire]. Tori glisse sa jambe gauche derrière la jambe droite de uke, glisse sur le côté avant gauche et, à l'aide de l'action de ses bras [...] renverse uke.","OBS: Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",juji-gatame,correct,,,"cross arm lock;cross armlock",,,,,"Arts martiaux",juji-gatame,"correct,see observation",,,"clé de bras en croix","feminine noun","OBS: La plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","feint with the feet",,,,,,,,,"Arts martiaux","feinte des pieds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","red mark line",correct,,,,,"OBS: Specifically judo.",,,"Arts martiaux","ligne rouge de marque","correct,feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","Karate Nova Scotia",correct,KNS,correct,,,"OBS: [Karate Nova Scotia is the] official sport governing body for karate in Nova Scotia.",,,"Arts martiaux","Karate Nova Scotia",correct,KNS,correct,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",obi,correct,,,belt,correct,"DEF: A cloth belt worn around the judo, or other martial arts, jacket at waist level and whose colour corresponds to the grade.","OBS: According to the sources consulted, """"obi"""" and """"belt"""" are interchangeable.",,"Arts martiaux",obi,"correct,feminine noun",,,ceinture,"correct,feminine noun","DEF: Ceinture en tissu portée sur la veste de judo, ou d'autres arts martiaux, à hauteur de taille et dont la couleur correspond au grade du compétiteur.","OBS: Selon les sources consultées, «obi» et «ceinture» sont interchangeables.",,,"Artes marciales",obi,"correct,masculine noun",,,cinturón,"correct,masculine noun","CONT: El obi de iaido es más ancho que los cinturones normales de otras artes marciales (> 6 cm) y debe envolver nuestro cuerpo como mínimo 3 veces. Muchos maestros japoneses usan el kaku obi (un obi usado con el kimono) porque tiene mejores diseños y lo sienten comfortable. Por lo general, está hecho de algodón y sus colores deben ser similares a los del uniforme de iaido.",,,,,,,,,,,,
"Martial Arts","Taekwondo Canada",correct,,,"WTF Taekwondo Association of Canada","former designation,correct","OBS: Taekwondo Canada is the national sport federation in Canada recognized by the World Taekwondo Federation (WTF), [the] Pan American Taekwondo Union (PATU) [and the] Sport Canada and Canadian Olympic Committee.",,,"Arts martiaux","Taekwondo Canada",correct,,,"Association de taekwondo WTF du Canada","former designation,correct,feminine noun","OBS: Taekwondo Canada est la fédération nationale officielle pour le sport du taekwondo[. Sa] mission est de favoriser la croissance et le développement du taekwondo au Canada afin que tous ses athlètes, officiels, entraîneurs et participants atteignent leur plein potentiel.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","left to the body",,,,,,,,,"Arts martiaux","coup du gauche au corps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","turn over with side waist lock",,,,,,,,,"Arts martiaux","renversement en ceinture de côté",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",ki-soto-gake,correct,,,"minor outer hooking throw;minor outside hook",correct;correct,"OBS: Specifically judo.",,,"Arts martiaux",ko-soto-gake,"correct,see observation",,,"petit accrochage extérieur","correct,masculine noun","OBS: Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","Canadian World Karate Association Inc.",correct,,,,,"OBS: Saint-Narcisse.",,,"Arts martiaux","Association canadienne du karaté mondial inc.","correct,feminine noun",,,,,"OBS: Saint-Narcisse.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","white tape",,,,,,"CONT: JUDO. An adhesive blue tape and a white tape, approximately 10cm wide and 50cm long shall be fixed on the centre of the contest area at a distance of 4m apart, to indicate the positions at which the contestants must start and end the contest.",,,"Arts martiaux","ruban blanc","correct,masculine noun",,,,,"CONT: JUDO. Un ruban adhésif bleu et un autre blanc, d'environ 10cm de large et 50cm de long, doivent être collés au centre de la surface de combat à une distance d'environ 4m l'un de l'autre afin d'indiquer l'emplacement des compétiteurs au début et à la fin du combat.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","pull down into ne-waza","correct,verb",,,,,"OBS: JUDO. ne-waza: groundwork.",,,"Arts martiaux","amener au sol",correct,,,,,"OBS: Règlements/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",tsurikomi-goshi,correct,,,"lift pull hip throw;lift-pull hip throw;drawing lifting hip throw;lifting-drawing hip throw",correct;correct;correct;correct,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",tsurikomi-goshi,"correct,see observation",,,"bascule de hanche en pêchant;projection de hanche en pêchant","correct,feminine noun;correct,feminine noun","OBS: La plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",mae-ukemi,correct,,,"forward breakfall;forward fall",,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",mae-ukemi,correct,,,"chute avant","correct,feminine noun","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",nami-juji-jime,correct,,,"normal cross strangle;normal cross choke;two-arm crosswise strangle",correct;correct;correct,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",nami-juji-jime,"correct,see observation",,,"étranglement avec les bras en croix","correct,masculine noun","OBS: Technique/tactique. Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",ude-hishigi-waki-gatame,correct,,,"armpit hold",correct,"OBS: Specifically judo. Technique/tactics.",,,"Arts martiaux",ude-hishigi-waki-gatame,"correct,see observation",,,"immobilisation par l'aisselle","correct,feminine noun","OBS: Technique/tactique. La plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",signal,correct,,,gesture,correct,"CONT: JUDO. The referee command """"soremade"""", which means """"that is all,"""" is used to end every contest. This command must immediately follow other commands or the timekeeper's signal that indicates the end of the contest.",,,"Arts martiaux",geste,"correct,feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","Amateur Muay Thai Association of Canada",,AMTAC,,,,,,,"Arts martiaux","Association canadienne de Muay Thaï amateur","unofficial,feminine noun",,,,,,,,,"Artes marciales","Asociación Canadiense de Muay Thai Amateur","feminine noun",AMTAC,,,,,,,,,,,,,,,,
"Martial Arts","karate mat",correct,,,,,,,,"Arts martiaux","tapis de karate","correct,masculine noun",,,,,,,,,"Artes marciales","colchoneta de karate","correct,feminine noun",,,,,,,,,,,,,,,,,
"Martial Arts",savate,correct,,,"savate-boxing;foot boxing;French foot boxing",,"DEF: A French form of boxing, later known as """"kick boxing"""", or """"kickboxing"""".","CONT: Savate was a French form of boxing in which the contestants used their feet rather than their fists. Its name is taken from the French word """"savate"""" (""""old shoe""""). The sport was popular in France, particularly among the lower classes in the cities, before the introduction of the English form of boxing. Savate was most in vogue during the 18th century.",,"Arts martiaux",savate,"correct,feminine noun",,,chausson,"correct,see observation,masculine noun","DEF: Genre de pugilat où les adversaires se frappent avec les pieds. Ce sport se pratiquait surtout au 17e siècle en France.","CONT: Boxe française. [...] Née vers 1820 dans le faubourg parisien de la Courtille, elle s'appelait alors la «savate» ou le «chausson» lorsqu'il s'agissait d'enseignement militaire. Vers 1850, Lecour ajoute la technique des poings à celle des pieds : c'est la Boxe française.","OBS: La savate fut adoptée dans l'armée française sous le nom de «chausson»; passée en Amérique vers 1848, on la nomme, «savate-boxing», combat qui allie pied et poing, et l'ancêtre de ce qui deviendra le «kickboxing».",,,,,,,,,,,,,,,,,,,,,
"Martial Arts","judo jacket",correct,,,jacket,correct,"DEF: JUDO. A garment without buttons or pockets, that is fastened with a belt.",,,"Arts martiaux","veste de judo","correct,feminine noun",,,veste,"correct,feminine noun","DEF: Tunique sans bouton ni poche, maintenue par une ceinture.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",nage-waza,correct,,,"throwing techniques;throwing techniques category","correct,plural;proposal","OBS: Judo can be divided into three basic categories: nage-waza (throwing techniques), tachi-waza (standing techniques) and sutemi-waza (sacrifice techniques).",,,"Arts martiaux",nage-waza,"correct,see observation",,,"techniques de projection","correct,feminine noun,plural","OBS: La plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",uchi-mata,correct,,,"inner-thigh throw",correct,"OBS: Specifically judo.",,,"Arts martiaux",uchi-mata,correct,,,"fauchage par l'intérieur de la cuisse;fauchage cuisse interne","correct,masculine noun;masculine noun","OBS: Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",dojo,,,,"practice hall;training hall",correct;correct,"DEF: A room or hall in which judo and other martical arts are practised.",,,"Arts martiaux",dojo,"correct,masculine noun",,,"école de judo","correct,feminine noun","DEF: JUDO. Salle où les judokas pratiquent le judo.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","training tatami",correct,,,,,"OBS: JUDO. tatami: a type of straw mat of Japanese origin.",,,"Arts martiaux","tatami d'entraînement","correct,masculine noun",,,,,"OBS: Installations/matériel.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","assessment of waza-ari",correct,,,,,"OBS: JUDO. waza-ari: almost a point.",,,"Arts martiaux","attribution de waza-ari","correct,feminine noun",,,,,"OBS: Règlements/arbitrage.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","reverse handshake",correct,,,,,,,,"Arts martiaux","poignée de main renversée","correct,feminine noun",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","tai chi",correct,,,"t'ai chi;taichi;tai chi chuan;t'ai chi ch'uan;t'ai chi chuan;taichichuan",correct;correct;correct;correct;correct;correct,"DEF: A Chinese martial art whose system of physical exercises is often practiced as a way of meditating or improving well-being.",,,"Arts martiaux",tai-chi,"correct,masculine noun",,,"taï-chi;taï chi;taïchi;tai-chi-chuan;taï-chi-chuan;taïchichuan","correct,masculine noun;correct,masculine noun;correct,masculine noun;correct,masculine noun;correct,masculine noun;correct,masculine noun","DEF: Gymnastique chinoise, dont le but est l'équilibre intérieur et la libération de l'énergie et qui consiste en une série de mouvements lents, exécutés selon un schéma précis.","OBS: On emploie aussi taï-chi-chuan. Selon les rectifications orthographiques : taïchichuan.","OBS: Son origine, très ancienne, est liée au taoïsme.",,"Artes marciales",taichí,"correct,masculine noun",,,"taichi;tai-chi;tai chi;Tai Chi","correct,masculine noun;avoid,masculine noun;avoid,masculine noun;avoid,masculine noun","DEF: [...] gimnasia china, de movimientos lentos y coordinados, que se hace para conseguir el equilibrio interior y la liberación de la energía.","OBS: taichí; taichi; tai-chi; tai chi; Tai Chi: La Fundación del Español Urgente (Fundéu BBVA), con el asesoramiento de la Real Academia Española, indica que la voz """"taichí"""", que designa un arte marcial milenario, se escribe en una palabra, sin espacio ni guion, y con minúscula inicial, por lo que no son adecuadas grafías como """"tai-chi"""", """"tai chi"""" o """"Tai Chi"""". [...] También es válida, aunque de uso minoritario, la forma llana y, por tanto, sin tilde: """"taichi"""". Además, este sustantivo se escribe con minúscula inicial, como el resto de prácticas deportivas y de meditación.",,,,,,,,,,,
"Martial Arts",footstool-jumping,,,,,,,,,"Arts martiaux","saut à l'escabeau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","vital point",,,,,,,,,"Arts martiaux","point vital","masculine noun",,,"point d'atémi;point vulnérable","masculine noun;masculine noun","OBS: Le corps humain présente quelque quatre-vingts points vitaux (kyusho), aussi appelés points d'atémi, qui sont des zones où l'application d'une technique d'atémi entraîne une douleur plus ou moins intense, une fracture, une syncope ou la mort.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",outpointing,,,,,,,,,"Arts martiaux","supériorité de points",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",shizen-hontai,correct,,,"fundamental natural posture;normal posture",,,,,"Arts martiaux",shizen-hontai,"correct,see observation",,,"position naturelle;position fondamentale","feminine noun;feminine noun","OBS: La plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,,
"Martial Arts",kiken-gachi,correct,,,"victory by submission;win by withdrawal",correct,"DEF: JUDO. A decision called by the referee to indicate that a contestant has won by his opponent's withdrawal during the match.",,,"Arts martiaux",kiken-gachi,"correct,see observation",,,"victoire par abandon","correct,feminine noun","OBS: JUDO. Décision annoncée par l'arbitre pour indiquer qu'il a accordé la victoire à un combattant dont l'adversaire se retire de la compétition.","OBS: Généralement, la plupart des termes japonais en judo s'emploient au masculin, mais il y a des exceptions.",,,,,,,,,,,,,,,,,,,,,,
"Martial Arts","martial arts","correct,plural",,,,,"DEF: An omnibus term applied to a group of diverse activities that have evolved from ancient fighting skills developed in Asian countries.","OBS: The present-day adaptations vary considerably and include the graceful slow movements of tai chi, the spectacular power punching of the highly trained karate expert, formalized reenactment of hand-to-hand sword fights, the stylized routines of aikido, practical methods of self-defense, and sport judo as it is played in the Olympic Games.",,"Arts martiaux","arts martiaux","correct,masculine noun,plural",,,,,"DEF: Ensemble de sports de combat, d'origine japonaise et chinoise, tels que le kendo, le judo, l'aïkido, le karaté, etc., fondés sur un code moral qui était celui des samouraïs et que se doivent de respecter les combattants.","OBS: La forme au singulier, «art martial» n'a pas été relevée en français.",,,"Artes marciales","artes marciales","correct,feminine noun,plural",,,,,"DEF: Disciplinas deportivas que emplean técnicas de combate de origen oriental cuyo objetivo es someter o defenderse de un oponente o agresor.",,,"Artes marciais","artes marciais","correct,feminine noun,plural",,,,,"DEF: Disciplinas físicas e mentais codificadas em diferentes graus, que tem como objetivo um alto desenvolvimento de seus praticantes para que possam defender-se ou submeter o adversário mediante diversas técnicas.","CONT: Na atualidade as artes marciais são praticadas por diferentes razões que incluem, esporte, saúde, defesa pessoal, desenvolvimento pessoal e em sociedade, disciplinar a mente, forjar o caráter e o crescimento da autoconfiança.",
"Martial Arts",welterweight,"correct,noun",,,welter;welter-weight,"correct,noun;noun","DEF: A boxer, wrestler or judoka who competes in the welterweight category; the category itself.",,,"Arts martiaux","poids mi-moyen","correct,masculine noun",,,"welter;poids welter","avoid,anglicism,masculine noun;avoid,masculine noun","DEF: Boxeur, lutteur ou judoka appartenant à la catégorie de poids intermédiaire entre léger et moyen (63.5 à 67 kg); la catégorie elle-même.",,,,"Artes marciales","peso welter","correct,masculine noun",,,welter,"correct,masculine noun",,,,,,,,,,,,,
